id,shap_B11,shap_B12,shap_B2,shap_B3,shap_B4,shap_B5,shap_B6,shap_B8,shap_BSI,shap_BSI_Mean,shap_Clay_Ratio,shap_Iron_Ratio,shap_MNDWI,shap_MNDWI_Variance,shap_NDTI,shap_NDVI,shap_NDVI_Entropy,shap_NDVI_Variance,shap_NDWI,shap_dist_to_road_km
32,0.30118838,0.012031814,-0.3576337,-1.3481342,-0.020773107,-0.22025964,0.34646326,0.1835747,0.012064334,-0.027221495,-1.2495449,-0.3593571,-0.09091378,0.057210416,-0.3877767,-0.61269504,-0.12689453,0.26590058,-0.69327426,0.76137257
33,0.30183956,0.018236026,-0.3576337,-1.3481342,-0.00904342,-0.22236022,0.33615646,0.18063009,0.004907407,-0.047569692,-1.2642242,-0.29425436,-0.085833706,0.06476344,-0.3877767,-0.554449,-0.12689453,0.26590058,-0.6986111,0.8522653
34,0.30041382,0.012458607,-0.34819227,-1.3450264,-0.012538075,-0.22708711,0.34779537,0.17940444,-0.34584007,-0.025627961,-1.2419103,0.051363815,-0.19791554,0.07886899,-0.37470296,-0.5396424,-0.1310415,0.2634577,-0.69472903,0.814657
35,0.28878367,0.023139428,-0.35962564,-1.3796378,0.005208149,-0.22229227,0.3373148,0.15924257,-0.36075637,-0.017182238,-0.5313523,0.07313293,-0.081624486,0.10540395,-0.29524443,-0.43856066,-0.13014103,0.31239763,-0.30306062,0.9658814
36,0.27764872,-0.005256299,-0.34372315,-1.3763558,0.026527887,-0.23496339,0.3634802,0.17764556,-0.03038102,-0.031700976,-0.0034371794,0.19537754,-0.37192833,0.11627855,0.007578103,-0.49980798,-0.14443335,0.35843247,-0.5648151,0.7822163
37,0.26553112,0.0041188328,-0.3440051,-1.3771857,0.019246323,-0.24143589,0.3326045,0.17432782,-0.02125542,-0.0046667214,-0.53519535,0.21303166,-0.3654052,0.11822776,-0.29404873,-0.49584442,-0.14236331,0.29783544,-0.6721949,0.6776901
38,0.30934173,-0.019622631,-0.32765922,-1.4014765,0.002368779,-0.24812186,0.38633138,0.1555549,-0.022255812,-0.0018371614,0.14937341,0.18910864,-0.11477244,0.096663006,0.012021286,-1.0702562,-0.14567997,0.29303128,0.07676086,-0.2774209
39,0.33952618,-0.052316252,-0.38809142,-1.4662071,-0.032362666,-0.23217794,0.40094435,0.13418725,0.033627395,0.028448239,0.14541303,0.083586395,0.17635232,0.035490848,0.028651828,0.3984144,-0.1464075,0.2097209,0.062569425,-0.047808077
40,0.32732335,-0.0861319,-0.4211642,-1.4227794,-0.031715166,-0.20697755,0.39732105,0.13185471,0.07855278,0.05279828,0.78569,0.04630267,0.14097849,-0.0043470613,0.25163072,0.42984372,-0.14967875,0.19035727,0.09928325,-0.051336113
41,0.29374003,-0.005604234,-0.3357972,-1.3597511,0.027171632,-0.25102425,0.35017064,0.16235918,-0.048645835,-0.0776735,-0.6926549,0.2598525,-0.33744818,0.10393084,-0.38907114,-0.5653321,-0.1439628,0.3024508,-0.67616516,-0.28621858
42,0.31388637,0.0048371917,-0.32857805,-1.3588637,0.042067144,-0.24143589,0.3646616,0.18561676,-0.050227243,-0.12696566,-0.57413137,0.1860549,-0.33661026,-0.24923508,-0.30070087,-0.59866375,-0.16436282,0.31914428,-0.7008205,-0.2844842
43,0.31548795,-0.001058314,-0.32888567,-1.3423539,0.016079158,-0.24750283,0.36788583,0.1847254,0.100097544,-0.09566223,-1.2132493,0.24603733,-0.3315173,-0.21786878,-0.36373356,-0.6308823,-0.16277711,0.27156073,-0.757925,-0.22905152
44,0.31533846,-0.005145803,-0.31414998,-1.3417321,0.022738015,-0.25120482,0.36339542,0.19401625,-0.041746717,-0.094135635,-1.2103765,0.18752144,-0.33112586,-0.241189,-0.36439106,-0.623318,-0.16590849,0.29775855,-0.7052625,-0.25638223
45,0.33500597,0.011818315,-0.33253336,-1.3328465,0.0040899734,-0.24975932,0.3757095,0.19045782,-0.32983384,-0.105610736,-1.2104076,0.17761944,-0.32744852,-0.20156267,-0.35771307,-0.66795725,-0.15854582,0.26364243,-0.7637084,-0.21847719
46,0.32689628,-0.005385069,-0.31102997,-1.340916,0.024351656,-0.2562308,0.3649441,0.20284611,-0.04981834,-0.0997223,-1.2226734,0.19974618,-0.34623414,-0.36433965,-0.36925253,-0.63589495,-0.16475564,0.40058395,-0.71762055,-0.2610305
47,0.32517257,-0.0014766231,-0.31276542,-1.34524,0.027161976,-0.24675658,0.3685857,0.19890538,0.27860942,-0.08883842,-1.1989999,0.20691173,-0.33295822,-0.16582558,-0.36212775,-0.63588494,-0.16793557,0.4225068,-0.75400156,-0.22371532
48,0.32259074,-0.010995965,-0.31416833,-1.3603233,0.029685302,-0.25472873,0.3752889,0.18752629,-0.020750567,-0.11654256,-0.72191256,0.22406898,-0.35171854,-0.37564188,-0.39952067,-0.61656505,-0.16436282,0.2999491,-0.70563024,-0.29399407
49,0.31592622,-0.029485166,-0.29625306,-1.3568014,0.052358147,-0.2511467,0.39607114,0.18701458,0.18271503,-0.14111078,0.015570879,0.27150443,-0.37333268,-0.3894456,0.079166956,-0.98169816,-0.16796772,0.35829315,-0.66600364,-0.30031472
50,0.29922187,-0.009009523,-0.3357972,-1.3710097,0.028911216,-0.24949044,0.36606753,0.18034315,-0.053688016,-0.10217686,-0.70474255,0.17399625,-0.34997964,0.027081812,-0.38305065,-0.58109075,-0.1439628,0.2989498,-0.6769542,-0.2905413
51,0.29922187,-0.008326063,-0.3357972,-1.3694876,0.028911216,-0.24949044,0.36455485,0.18237749,-0.009057948,-0.08489346,-0.7030342,0.17310824,-0.34997964,0.026082812,-0.37555215,-0.58982974,-0.1439628,0.27946705,-0.7017599,-0.28036052
52,0.32732335,-0.0861319,-0.4211642,-1.4227794,-0.031715166,-0.20697755,0.39732105,0.13185471,0.07855278,0.05279828,0.78569,0.04630267,0.14097849,-0.0043470613,0.25163072,0.42984372,-0.14967875,0.19035727,0.09928325,-0.051336113
53,0.29815573,-0.096026756,-0.4083763,-1.4458109,-0.03225338,-0.23489642,0.3960855,0.11296258,0.17377558,0.04512018,0.79955024,0.23439865,0.13777977,0.016466469,0.25906396,0.52953035,-0.14207081,0.20998552,0.11590966,-0.095227726
54,0.3112769,-0.028964859,-0.327022,-1.4322838,0.0050972602,-0.22930011,0.39664772,0.14638577,0.0036986496,-0.020595675,0.24903157,0.234377,0.14016616,0.07355366,0.019160068,-0.91889125,-0.14408173,0.29469174,0.12238616,-0.23706831
55,0.33066463,-0.012909949,-0.32559815,-1.3748001,0.010247137,-0.22880796,0.41303733,0.15296185,0.023044359,-0.011275468,0.1748513,0.097534835,0.22390331,0.090712585,0.03985145,-1.0471473,-0.14988545,0.31331316,0.10877636,-0.20651756
56,0.31069013,-0.03767997,-0.33395883,-1.4351841,0.0050972602,-0.23115447,0.39785105,0.14561097,0.09891052,-0.02365095,0.5091841,0.24670218,0.0767562,0.05837737,0.11834633,-0.9161609,-0.14134255,0.2888426,0.12932451,-0.23797913
57,0.33227438,-0.015653636,-0.3182172,-1.3798014,0.030969927,-0.22930011,0.41056067,0.15653008,0.008379221,-0.038242497,0.16349763,-0.0640121,0.063412644,0.08855186,0.030356167,-1.0931793,-0.1314049,0.31983003,0.028046733,-0.24179882
58,0.330889,-0.015653636,-0.32423463,-1.377962,0.030816821,-0.22880796,0.42008242,0.15392214,0.33771637,-0.0037908275,0.15402927,0.058723245,0.22845572,0.11368152,0.075521104,-1.0670079,-0.15121031,0.32956338,0.092103794,-0.192804
59,0.3109399,-0.0036407225,-0.33401817,-1.3765484,0.03312414,-0.22842717,0.35148072,0.14742249,0.24552214,-0.034877285,-0.39940736,-0.09310034,0.057308197,0.118821375,-0.20556809,-0.76100475,-0.13479881,0.34437057,-0.15052754,-0.2400007
60,0.29374003,-0.005604234,-0.3357972,-1.3597511,0.027171632,-0.25102425,0.35017064,0.16235918,-0.048645835,-0.0776735,-0.6926549,0.2598525,-0.33744818,0.10393084,-0.38907114,-0.5653321,-0.1439628,0.3024508,-0.67616516,-0.28621858
61,0.33500597,0.011818315,-0.33253336,-1.3328465,0.0040899734,-0.24975932,0.3757095,0.19045782,-0.32983384,-0.105610736,-1.2104076,0.17761944,-0.32744852,-0.20156267,-0.35771307,-0.66795725,-0.15854582,0.26364243,-0.7637084,-0.21847719
62,0.31651476,-0.0020010918,-0.33971006,-1.3710924,0.029001156,-0.24461001,0.3717385,0.1953977,0.13621175,-0.0966127,-0.69106966,0.19130324,-0.34870842,-0.17143598,-0.3820198,-0.60039014,-0.17372969,0.44331366,-0.69717735,-0.26139197
63,0.32843658,-0.004442293,-0.31102997,-1.3404347,0.020821165,-0.25431752,0.36404607,0.19531372,-0.011437492,-0.0997223,-1.2047235,0.18622233,-0.33370268,-0.36324012,-0.3650693,-0.64833444,-0.16590849,0.2833763,-0.7098538,-0.25597352
64,0.32150272,0.0025592595,-0.32377833,-1.354447,0.048582356,-0.24790639,0.3788635,0.18462509,-0.08429166,-0.121317975,-0.39459223,0.23331203,-0.35171854,-0.38594162,-0.22810741,-0.63111025,-0.17490244,0.48637116,-0.6859016,-0.3022581
65,0.32517257,-0.0014766231,-0.31276542,-1.34524,0.027161976,-0.24675658,0.3685857,0.19890538,0.27860942,-0.08883842,-1.1989999,0.20691173,-0.33295822,-0.16582558,-0.36212775,-0.63588494,-0.16793557,0.4225068,-0.75400156,-0.22371532
66,0.33177403,-0.0015915334,-0.31102997,-1.3404347,0.017269654,-0.24490637,0.3672931,0.19531372,-0.031246047,-0.117005706,-1.2047235,0.19697998,-0.33250833,-0.3634869,-0.37285826,-0.6358898,-0.16590849,0.3189655,-0.65787154,-0.25167167
67,0.29922187,-0.009009523,-0.3357972,-1.3710097,0.028911216,-0.24949044,0.36606753,0.18034315,-0.053688016,-0.10217686,-0.70474255,0.17399625,-0.34997964,0.027081812,-0.38305065,-0.58109075,-0.1439628,0.2989498,-0.6769542,-0.2905413
68,0.339696,-0.05680621,-0.3916323,-1.4602948,-0.035433557,-0.22739309,0.41128686,0.14730005,0.059953433,-0.0405194,0.2410299,-0.3243038,0.152568,0.014854722,0.016941858,0.30088514,-0.14359263,0.20311756,0.029502181,-0.041902605
69,0.34486124,-0.06472784,-0.43176597,-1.4641916,-0.04311095,-0.22243142,0.4120748,0.14774545,0.0919616,-0.040698547,0.48918068,-0.29385507,0.08714144,0.0016784519,0.09918021,0.40495995,-0.14809752,0.20052984,0.099865526,-0.013731169
70,0.31870952,-0.086598344,-0.4083254,-1.4437546,-0.032225516,-0.21870866,0.40688884,0.12235774,0.1070354,0.0008023663,0.7946411,0.23966002,0.23585694,0.00017632218,0.2607386,0.536924,-0.14801253,0.20998552,0.053033598,-0.07847391
71,0.33360013,-0.078953035,-0.42121267,-1.4212433,-0.031715166,-0.20697755,0.4056228,0.14730005,0.08172937,-0.019928409,0.78775704,-0.29238385,0.12248129,-0.013467964,0.24550702,0.42799193,-0.14967875,0.19320402,0.08965422,-0.042083178
72,0.33436105,-0.06472784,-0.42167103,-1.461743,-0.03862073,-0.22909969,0.4078773,0.14730005,0.07881008,0.034182094,0.5316748,-0.2959178,0.11737859,-0.009426608,0.13853261,0.41905677,-0.15037379,0.20085844,0.09352586,-0.028181184
73,0.31237495,-0.08062287,-0.40709767,-1.4502176,-0.035549838,-0.20626622,0.41745716,0.1260315,0.04712398,0.06795747,0.7851127,0.20661494,0.23237377,0.0019786917,0.25299084,0.3285626,-0.156734,0.20214067,0.06219711,-0.061325323
74,0.31388637,0.0068860156,-0.33339256,-1.3546315,0.046505224,-0.24288037,0.37071946,0.18412596,-0.050573695,-0.11900696,-0.38809326,0.17927702,-0.34284228,-0.25076154,-0.21912177,-0.61506087,-0.16871549,0.35570773,-0.6541175,-0.28852844
75,0.31687883,0.002850134,-0.31371403,-1.3439556,0.019420976,-0.25120482,0.36853647,0.1916638,0.27608564,-0.08325171,-1.1948024,0.24458382,-0.34428924,-0.2154783,-0.36108735,-0.63802916,-0.16908841,0.28409928,-0.69725233,-0.23506635
76,0.31103292,-0.009577887,-0.32378256,-1.352276,0.034330633,-0.25314984,0.37711558,0.17814335,-0.063943036,-0.09378966,-0.7166046,0.25994068,-0.34914172,-0.24028516,-0.38791797,-0.610534,-0.16436282,0.3210924,-0.6792925,-0.29280394
77,0.32724658,-0.005385069,-0.31102997,-1.340916,0.023992116,-0.2562308,0.3640953,0.20367208,-0.03587683,-0.07242153,-1.2030004,0.18622233,-0.33370268,-0.36372155,-0.37006345,-0.6272952,-0.17209543,0.44252682,-0.7098538,-0.2543346
78,0.32724658,-0.004442293,-0.31102997,-1.3404347,0.018327152,-0.25431752,0.36404607,0.19071925,0.048661333,-0.033040605,-1.2012624,0.18622233,-0.33370268,-0.36324012,-0.37006345,-0.64833444,-0.16285896,0.2882984,-0.70430654,-0.25258157
79,0.3165954,0.0045597246,-0.32377833,-1.3539656,0.045411404,-0.24599311,0.3698472,0.17763212,-0.07918096,-0.051503375,-0.39285418,0.23331203,-0.35171854,-0.38459176,-0.22622518,-0.5840402,-0.16566597,0.3463251,-0.70143884,-0.30389705
80,0.32523516,-0.005385069,-0.31102997,-1.340916,0.025370188,-0.25654918,0.3649441,0.2033583,-0.03587683,-0.0997223,-1.2233459,0.18015875,-0.34623414,-0.36433965,-0.36925253,-0.65975636,-0.16475564,0.389442,-0.7743698,-0.24683027
81,0.32523516,-0.005385069,-0.31102997,-1.340916,0.022282163,-0.25654918,0.36344466,0.2033583,-0.006760912,-0.0997223,-1.2063603,0.18015875,-0.33370268,-0.36433965,-0.36925253,-0.645757,-0.16475564,0.42273027,-0.76660305,-0.24772187
82,0.32259074,-0.005385069,-0.31470746,-1.3613349,0.029685302,-0.25260314,0.36577374,0.18904847,-0.019942623,-0.09412142,-0.72076124,0.2369548,-0.35209417,-0.36751956,-0.39018497,-0.5984644,-0.16436282,0.2931213,-0.7060738,-0.28809482
83,0.3371229,-0.0005338453,-0.31102997,-1.3410481,0.020821165,-0.24490637,0.36404607,0.19531372,-0.011917414,-0.117005706,-1.2047235,0.19971855,-0.327556,-0.36324012,-0.36274275,-0.6239609,-0.16590849,0.30179796,-0.70548683,-0.2531099
84,0.33968028,-0.012551963,-0.32023087,-1.3567046,0.041686576,-0.2571915,0.37411985,0.18126762,-0.037316065,-0.13102004,-0.19781844,0.22316681,-0.36331338,-0.3538943,-0.06985682,-0.73505616,-0.16727833,0.3636972,-0.65964174,-0.30699453
85,0.3308014,-0.023820639,-0.29969206,-1.3574919,0.049021136,-0.25872532,0.39085442,0.17840478,0.18185565,-0.13509464,-0.083336145,0.25998226,-0.37333268,-0.37174758,-0.0075910855,-0.8279613,-0.16881318,0.3672474,-0.5561602,-0.3046969
86,0.32793954,-0.010053191,-0.31416833,-1.3508233,0.029685302,-0.26027778,0.3730538,0.1792145,0.029574737,-0.11654256,-0.71814317,0.25993812,-0.35171854,-0.35899284,-0.39277944,-0.62068367,-0.16520828,0.31949866,-0.70563024,-0.29399407
87,0.33188102,-0.014410225,-0.31470746,-1.3664864,0.029685302,-0.25472873,0.37711558,0.18900734,-0.033261407,-0.14066045,-0.730005,0.17941178,-0.35374397,-0.37179378,-0.3909422,-0.61656505,-0.16436282,0.3221814,-0.6849893,-0.29399407
88,0.29179084,-0.06017063,-0.33722344,-1.3806928,-0.0008183927,-0.23005801,0.39023733,0.14562,0.07618025,0.06219337,0.7979621,0.23217115,0.15055819,0.054591507,0.25139245,-0.8894666,-0.14698324,0.27939555,0.11746599,-0.22848545
89,0.3098429,-0.0021160021,-0.32378256,-1.3501505,0.034330633,-0.25102425,0.37711558,0.17845714,-0.08174319,-0.030851452,-0.7070564,0.25994068,-0.34914172,-0.24028516,-0.3996534,-0.610534,-0.16131331,0.30896476,-0.69482976,-0.29280394
90,0.31568876,-0.001058314,-0.3157302,-1.3417321,0.0254665,-0.24910152,0.36404607,0.19433004,-0.041746717,-0.010849239,-1.2087762,0.19246893,-0.3436573,-0.18524235,-0.36520204,-0.642705,-0.16285896,0.28540337,-0.6997152,-0.25525653
91,0.32010368,-0.004442293,-0.31102997,-1.3371989,0.019111212,-0.25530595,0.36339542,0.18792474,-0.0063953158,-0.033508435,-1.2239892,0.23772806,-0.34623414,-0.36324012,-0.37608394,-0.6494815,-0.16285896,0.2760884,-0.7606122,-0.24936073
92,0.3236175,0.0035020374,-0.32200724,-1.3430985,0.045411404,-0.24752691,0.37643948,0.17639634,-0.04550535,-0.049208954,-0.28177017,0.2519039,-0.358971,-0.38281393,-0.12763223,-0.61917186,-0.16566597,0.3531092,-0.6960899,-0.29799786
93,0.32140067,0.0032269955,-0.31896383,-1.3566757,0.034502525,-0.24454862,0.3646616,0.17851427,-0.029889256,-0.044489093,-0.5904379,0.23735136,-0.33918715,-0.38459176,-0.38226703,-0.5680761,-0.16131331,0.3201276,-0.70052654,-0.2899896
94,0.3229548,-0.004442293,-0.31102997,-1.3395442,0.01809268,-0.25431752,0.36339542,0.18850517,-0.025723957,-0.11373001,-1.2130847,0.2388179,-0.34623414,-0.36324012,-0.3625113,-0.62934905,-0.16590849,0.308747,-0.7098538,-0.25597352
95,0.33006015,-0.025831629,-0.3072988,-1.3772379,0.045292754,-0.2496129,0.39342266,0.15904003,0.108316585,-0.13368997,-0.08987129,0.24443455,-0.3846637,-0.39881766,-0.015179815,-0.9690598,-0.16643287,0.36332542,-0.27554226,-0.2984049
96,0.32719228,-0.004442293,-0.31416833,-1.3494662,0.030703833,-0.26203397,0.36591342,0.17944083,-0.0707626,-0.11921546,-0.7145475,0.252578,-0.35171854,-0.35707542,-0.39277944,-0.60258305,-0.16520828,0.31050938,-0.7679994,-0.29515812
97,0.35128614,0.008434336,-0.3294133,-1.3321623,0.010462172,-0.25752413,0.3706365,0.19175532,-0.33854654,-0.1284808,-1.2163802,0.18158142,-0.33715555,-0.33854875,-0.36001655,-0.6462034,-0.15939128,0.27438813,-0.76829976,-0.23264787
98,0.33633605,-0.004442293,-0.3257656,-1.3449055,0.011433825,-0.24994549,0.36788583,0.19372568,0.07465166,-0.121807985,-1.2201781,0.18222143,-0.3340942,-0.37715214,-0.36001655,-0.641032,-0.16277711,0.28458536,-0.7629599,-0.23317404
99,0.3485082,-0.012551963,-0.32023087,-1.3567046,0.041686576,-0.2496129,0.37635496,0.18126762,-0.028049285,-0.13102004,-0.19940732,0.23292495,-0.36331338,-0.38658953,-0.0711472,-0.7447713,-0.16643287,0.38153306,-0.571623,-0.2974492
100,0.32150272,0.0003955327,-0.31896383,-1.3581978,0.03742181,-0.24454862,0.37600344,0.17807135,-0.0788345,-0.12927665,-0.58235335,0.22123455,-0.35171854,-0.3854602,-0.31306085,-0.62330765,-0.16436282,0.32645822,-0.7060738,-0.2958552
101,0.3043182,-0.092379436,-0.39495763,-1.4389638,-0.04188743,-0.23345399,0.39951843,0.119354546,0.1734935,0.068725236,0.77897084,0.23630212,0.14752433,0.015342064,0.24382947,0.33067545,-0.14698324,0.21618292,0.10458605,-0.1259983
