id,lat,lon,probability,timepoint_count
5,24.51951568004234,83.57476245805968,0.9178035855293274,6
6,24.51951568004234,83.58374561090088,0.9092286229133606,6
15,24.52849883288353,83.5478129995361,0.905562937259674,6
8,24.51951568004234,83.60171191658327,0.9036552309989928,6
7,24.51951568004234,83.59272876374207,0.9003198742866516,6
7902,25.81308968917445,86.350556685989,0.8437029123306274,6
1214,25.24715106017916,84.63477449332072,0.8418382406234741,7
1215,25.24715106017916,84.64375764616192,0.8412882685661316,7
6415,25.64240978519174,85.14681420526885,0.832892894744873,6
6414,25.64240978519174,85.13783105242766,0.8291011452674866,6
6637,25.66037609087413,84.98511745412733,0.8285649418830872,5
1,24.510532527201143,83.70052659783642,0.8241124153137207,6
6413,25.64240978519174,85.12884789958646,0.8191879391670227,6
7514,25.750207619286083,86.3685229916714,0.8092051148414612,6
6733,25.669359243715327,85.14681420526885,0.8060969710350037,6
7243,25.73224131360369,84.1317179342138,0.8047683835029602,6
101,24.56443144424832,83.9251054188663,0.8014877438545227,6
8810,25.974786440315967,87.81481059910382,0.8013578653335571,6
647,25.067488003355248,84.40121251944964,0.7995069622993469,6
636,25.067488003355248,84.40121251944964,0.7995069622993469,6
7526,25.750207619286083,87.79684429342144,0.7994431257247925,5
17,24.52849883288353,83.56577930521848,0.7966218590736389,6
7542,25.75919077212728,84.76053863309745,0.7865899205207825,5
7347,25.73224131360369,84.93121853708017,0.7862362861633301,5
16,24.52849883288353,83.5567961523773,0.7849802374839783,6
40,24.53748198572473,83.82629073761315,0.7840160727500916,6
2,24.510532527201143,83.70950975067761,0.783483624458313,6
7904,25.81308968917445,86.3685229916714,0.7831617593765259,6
4,24.510532527201143,83.72747605636,0.7827771902084351,6
7405,25.74122446644489,84.75155548025626,0.7808628082275391,6
7047,25.70529185508011,86.40445560303618,0.7794970273971558,5
7407,25.74122446644489,84.76952178593865,0.7789626121520996,6
1621,25.27410051870274,87.16802359453777,0.7785584926605225,5
5904,25.57952771530337,85.50614031891666,0.7775856256484985,6
7703,25.786140230650865,84.62579134047952,0.7767577767372131,6
7535,25.75919077212728,84.6796902575267,0.775540292263031,5
6748,25.669359243715327,86.5481860484953,0.7744229435920715,6
6732,25.669359243715327,85.13783105242766,0.765418529510498,6
7244,25.73224131360369,84.14968423989617,0.7613730430603027,6
6702,25.669359243715327,84.54494296490877,0.7612719535827637,6
4402,25.46274672836784,87.33870349852049,0.7607560157775879,6
6903,25.68732554939772,87.82379375194502,0.755904495716095,6
4404,25.46274672836784,87.35666980420287,0.7552210688591003,6
6405,25.64240978519174,85.01206691265092,0.7543053030967712,6
6919,25.69630870223892,84.45511143649682,0.7537546157836914,6
1626,25.27410051870274,87.21293935874375,0.7519790530204773,5
10207,26.19038210850465,87.95854104456295,0.7506294846534729,7
8503,25.9119043704276,87.79684429342144,0.745172381401062,6
2111,25.31003313006752,87.00632684339625,0.744870126247406,5
6634,25.66037609087413,84.95816799560374,0.7419027090072632,6
6720,25.669359243715327,84.97613430128614,0.7418327331542969,6
7007,25.70529185508011,84.6886734103679,0.739042341709137,6
7534,25.75919077212728,84.6707071046855,0.738702118396759,5
8006,25.822072842015647,86.3775061445126,0.7375893592834473,6
9901,26.14546634429868,86.52123658997172,0.7342215776443481,7
2206,25.31901628290872,86.41343875587738,0.7341370582580566,6
1620,25.27410051870274,87.15904044169658,0.7338427901268005,5
7257,25.73224131360369,84.73358917457386,0.733623743057251,5
7334,25.73224131360369,84.73358917457386,0.733623743057251,5
6609,25.66037609087413,84.07781901716662,0.731060266494751,6
4701,25.489696186891425,85.6229213058522,0.730629563331604,6
10206,26.19038210850465,87.94955789172175,0.7281342148780823,7
2207,25.31901628290872,86.42242190871858,0.7260879278182983,6
